"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL2360464";"PEMETREXED DISODIUM";"Alimta|LY-231514 DISODIUM SALT|LY231514 DISODIUM SALT|PEMETREXED DISODIUM|PEMETREXED DISODIUM HEPTAHYDRATE|PEMETREXED SODIUM HYDRATE|PEMETREXED SODIUM SALT";"Small molecule";"4.0";"471.38";"14";"42";"0.67";"191.26";"6";"6";"1";"9";"N";"0.29";"3.34";"2.97";"0.43";"-5.55";"3";"MOL";"0";"31";"11";"7";"2";"427.1492";"0.07";"ACID";"C20H19N5Na2O6";"Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+]";"NYDXNILOWQXUOF-GXKRWWSZSA-L"
"CHEMBL1201138";"LEUCOVORIN CALCIUM";"ANHYDROUS CALCIUM FOLINATE|CALC FOLINATE|CALCII FOLINAS|CALCIUM FOLINATE|CALCIUM FOLINATE PENTAHYDRATE|CITROVORUM FACTOR|FOLACAL|FOLAREN|FOLIBEN|FOLIC ACID RELATED COMPOUND A|FOLINATE-SF CALCIUM|FOLINIC ACID|FOLINIC ACID CALCIUM SALT PENTAHYDRATE|FUSILEV|LEDERFOLAT|LEDERFOLIN|LEUCOSAR|LEUCOVORIN CALCIUM|LEUCOVORIN CALCIUM PENTAHYDRATE|LEUCOVORIN CALCIUM PRESERVATIVE FREE|NSC-3590|RESCUFOLIN|RESCUVOLIN|TONOFOLIN|Wellcovorin";"Small molecule";"4.0";"511.51";"68";"73";"-0.73";"219.84";"9";"7";"1";"10";"N";"0.21";"2.55";"4.67";"-3.76";"-8.79";"2";"MOL";"0";"34";"14";"8";"2";"473.1659";"0.20";"ACID";"C20H21CaN7O7";"Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O.[Ca+2]";"KVUAALJSMIVURS-ZEDZUCNESA-L"
"CHEMBL1200875";"FLAVOXATE HYDROCHLORIDE";"DW-61|FLAVOXATE HCL|FLAVOXATE HYDROCHLORIDE|Flavoxate|NSC-114649|URISPAS 200|Urispas";"Small molecule";"4.0";"427.93";"6";"14";"4.41";"59.75";"5";"0";"0";"5";"N";"0.60";"None";"7.29";"4.24";"3.98";"3";"MOL";"0";"29";"5";"0";"0";"391.1784";"-0.38";"NEUTRAL";"C24H26ClNO4";"Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl";"XOEVKNFZUQEERE-UHFFFAOYSA-N"
"CHEMBL1141";"POTASSIUM IODIDE";"IODINE (AS POTASSIUM IODIDE)|IODINE (AS POTASSIUM)|Iosat|JODETTEN DEPOT|KALI IODATUM|KALII IODIDUM|KALIUMJODID|NSC-77362|POT IODIDE AMMONIAT|POTASSIUM IODIDE|Thyro-Block|Thyrosafe|Thyroshield";"Small molecule";"4.0";"166.00";"9";"11";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"165.8682";"None";"None";"IK";"[I-].[K+]";"NLKNQRATVPKPDG-UHFFFAOYSA-M"
"CHEMBL1350";"TILUDRONIC ACID";"SKELID|SR 41319|SR-41319|Skelid|TILUDRONATE|TILUDRONIC ACID|Tiludronate|Tiludronic Acid";"Small molecule";"4.0";"318.61";"14";"67";"2.07";"115.06";"3";"4";"0";"4";"N";"0.50";"1.03";"None";"1.32";"-3.47";"1";"MOL";"0";"17";"6";"4";"0";"317.9284";"-0.78";"ACID";"C7H9ClO6P2S";"O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O";"DKJJVAGXPKPDRL-UHFFFAOYSA-N"
"CHEMBL29292";"UBENIMEX";"(-)-BESTATIN|BESTATIN|NK-421|NSC-265489|UBENIMEX";"Small molecule";"2.0";"308.38";"202";"1182";"0.53";"112.65";"4";"4";"0";"8";"N";"0.56";"3.73";"8.35";"-1.10";"-1.14";"1";"MOL";"0";"22";"6";"5";"0";"308.1736";"0.36";"ACID";"C16H24N2O4";"CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O";"VGGGPCQERPFHOB-RDBSUJKOSA-N"
"CHEMBL1201001";"MECHLORETHAMINE HYDROCHLORIDE";"CHLORMETHINE HCL|CHLORMETHINE HYDROCHLORIDE|CHLORMETHINI HYDROCHLORIDUM|HN2 HYDROCHLORIDE|MECHLORETHAMINE HCL|MECHLORETHAMINE HYDROCHLORIDE|MUSTINE|Mustargen|NITROGEN MUSTARD|NITROGEN MUSTARD N-OXIDE HYDROCHLORIDE|NSC-762|VALCHLOR";"Small molecule";"4.0";"192.52";"96";"164";"1.40";"3.24";"1";"0";"0";"4";"N";"0.56";"None";"6.08";"1.52";"1.50";"0";"MOL";"0";"8";"1";"0";"0";"155.0269";"-0.71";"NEUTRAL";"C5H12Cl3N";"CN(CCCl)CCCl.Cl";"QZIQJVCYUQZDIR-UHFFFAOYSA-N"
"CHEMBL752";"ADENOSINE PHOSPHATE";"5'-ADENYLIC ACID|A 5MP|A-5MP|ADENOSINE 5'-MONOPHOSPHORIC ACID|ADENOSINE PHOSPHATE|Adenosine Monophosphate (Amp)|Adenyl|My-B-Den|NSC-20264|VITAMIN B8";"Small molecule";"4.0";"347.22";"77";"214";"-1.86";"186.07";"10";"5";"0";"4";"N";"0.39";"1.22";"4.88";"-4.75";"-5.75";"2";"MOL";"0";"23";"12";"6";"2";"347.0631";"1.30";"ACID";"C10H14N5O7P";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O";"UDMBCSSLTHHNCD-KQYNXXCUSA-N"
"CHEMBL2105420";"TAUROLIDINE";"(CYCLO)-TAUROLIDINE|CYCLO-TAUROLIDINE|TAUROLIDINE|W-3100M";"Small molecule";"4.0";"284.36";"2";"4";"-2.67";"98.82";"6";"2";"0";"2";"N";"0.57";"10.53";"1.97";"-2.47";"-2.47";"0";"MOL";"0";"17";"8";"2";"0";"284.0613";"-0.53";"NEUTRAL";"C7H16N4O4S2";"O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1";"AJKIRUJIDFJUKJ-UHFFFAOYSA-N"
"CHEMBL1619";"CLADRIBINE";"2-CDA|CLADARIBINE|CLADRIBINE|LEUSTAT|LITAK|Leustatin|MAVENCLAD|NSC-05014|NSC-105014|NSC-105014-F|RWJ 26251|RWJ-26251";"Small molecule";"4.0";"285.69";"188";"529";"-0.30";"119.31";"8";"3";"0";"2";"N";"0.65";"13.89";"2.22";"-0.28";"-0.28";"2";"MOL";"0";"19";"8";"4";"0";"285.0629";"0.76";"NEUTRAL";"C10H12ClN5O3";"Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1";"PTOAARAWEBMLNO-KVQBGUIXSA-N"
"CHEMBL1200419";"MOLINDONE HYDROCHLORIDE";"EN-1733A|MOLINDONE HCL|MOLINDONE HYDROCHLORIDE|Moban";"Small molecule";"4.0";"312.84";"17";"25";"1.96";"45.33";"3";"1";"0";"3";"Y";"0.92";"None";"6.65";"2.04";"1.96";"1";"MOL";"0";"20";"4";"1";"0";"276.1838";"-0.63";"NEUTRAL";"C16H25ClN2O2";"CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl";"GQWNECFJGBQMBO-UHFFFAOYSA-N"
"CHEMBL1425";"MERCAPTOPURINE";"MERCAPTOPURINE|Mercaptopurine anhydrous|Purinethol";"Small molecule";"4.0";"152.18";"273";"1087";"0.64";"54.46";"4";"2";"0";"0";"N";"0.43";"7.51";"2.19";"0.35";"0.11";"2";"MOL";"0";"10";"4";"1";"0";"152.0157";"-0.70";"NEUTRAL";"C5H4N4S";"Sc1ncnc2nc[nH]c12";"GLVAUDGFNGKCSF-UHFFFAOYSA-N"
"CHEMBL376408";"ABT 737";"ABT 737|ABT-737";"Small molecule";"1.0";"813.45";"57";"317";"7.88";"128.13";"10";"2";"2";"16";"N";"0.06";"4.27";"9.40";"7.48";"6.43";"5";"MOL";"0";"56";"11";"2";"3";"812.2581";"-1.47";"ZWITTERION";"C42H45ClN6O5S2";"CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]";"HPLNQCPCUACXLM-PGUFJCEWSA-N"
"CHEMBL8";"CIPROFLOXACIN";"BAY O 9867 FREE BASE|BAY Q 3939|BAY-O-9867 FREE BASE|BAY-Q-3939|BAYQ3939|CETRAXAL|CIPROFLOXACIN|CIPROFLOXACINUM|Ciloxan|Cipro|Ciprobay|NSC-758467|OTIPRIO|Velmonit";"Small molecule";"4.0";"331.35";"498";"18348";"1.58";"74.57";"5";"2";"0";"3";"N";"0.89";"5.56";"8.68";"-0.85";"-0.85";"2";"MOL";"0";"24";"6";"2";"0";"331.1332";"-0.72";"ZWITTERION";"C17H18FN3O3";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"MYSWGUAQZAJSOK-UHFFFAOYSA-N"
"CHEMBL2103738";"LITHIUM CITRATE";"LI-LIQUID|LITAREX|LITHIUM (AS CITRATE)|LITHIUM CITRATE|LITHONATE|LITHONATE S|NSC-758700";"Small molecule";"4.0";"281.98";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"210.0515";"None";"None";"C6H13Li3O11";"O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+]";"HXGWMCJZLNWEBC-UHFFFAOYSA-K"
"CHEMBL622";"ETODOLAC";"(RS)-ETODOLIC ACID|AY-24,236|AY-24-236|AY-24236|EBRETIN|ECCOXOLAC|EDOLAN|ETODOLAC|ETODOLIC ACID|ETOLYN|ETOPAN XL|FLANCOX|LODIN XL|LODINE SR|LODINE XL|Lodine|NAPILAC|NIH-9918|NSC-282126|RAMODAR|TEDOLAN|ULTRADOL|ZEDOLAC";"Small molecule";"4.0";"287.36";"156";"682";"3.38";"62.32";"2";"2";"0";"4";"N";"0.91";"4.73";"None";"3.44";"0.83";"2";"MOL";"0";"21";"4";"2";"0";"287.1521";"0.44";"ACID";"C17H21NO3";"CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3";"NNYBQONXHNTVIJ-UHFFFAOYSA-N"
"CHEMBL1231871";"CARBON DIOXIDE";"CARBON DIOXIDE|CARBONIC ACID|Carbon Dioxide|DRY ICE (SOLID FORM)|E-290|E290|INS NO.290|INS-290|NSC-81688";"Small molecule";"3.0";"44.01";"5";"14";"-0.58";"34.14";"2";"0";"0";"0";"Y";"0.36";"None";"None";"-0.28";"-0.28";"0";"MOL";"0";"3";"2";"0";"0";"43.9898";"-0.07";"None";"CO2";"O=C=O";"CURLTUGMZLYLDI-UHFFFAOYSA-N"
"CHEMBL727";"THIOGUANINE";"LANVIS|NSC-752|NSC-76504|THIOGUANINE|THIOGUANINE ANHYDROUS|THIOGUANINE HEMIHYDRATE|THIOGUANINE, ANHYDROUS|TIOGUANINE|TIOGUANINE HEMIHYDRATE|Tabloid";"Small molecule";"4.0";"167.20";"237";"1693";"0.60";"83.38";"4";"3";"0";"0";"N";"0.50";"9.46";"1.84";"-0.26";"-0.26";"2";"MOL";"0";"11";"5";"4";"0";"167.0266";"-0.18";"NEUTRAL";"C5H5N5S";"Nc1nc2[nH]cnc2c(=S)[nH]1";"WYWHKKSPHMUBEB-UHFFFAOYSA-N"
"CHEMBL590540";"CYSTINE";"CYSTINE|CYSTINE, L-|NSC-13203";"Small molecule";"4.0";"240.31";"4";"11";"-0.81";"126.64";"6";"4";"0";"7";"N";"0.34";"1.56";"9.34";"-5.90";"-5.92";"0";"MOL";"0";"14";"6";"6";"1";"240.0238";"0.72";"ZWITTERION";"C6H12N2O4S2";"N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O";"LEVWYRKDKASIDU-IMJSIDKUSA-N"
"CHEMBL218490";"DORZOLAMIDE";"DORZANT|DORZOLAMIDE|DORZOLAMIDE, TRANS-(-)-|Dorzolamide|MK-507|TRUSOPT|Trusopt";"Small molecule";"4.0";"324.45";"47";"609";"0.61";"106.33";"6";"2";"0";"3";"N";"0.85";"8.16";"6.88";"-0.12";"-0.07";"1";"MOL";"0";"19";"6";"3";"0";"324.0272";"-0.51";"NEUTRAL";"C10H16N2O4S3";"CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"IAVUPMFITXYVAF-XPUUQOCRSA-N"
"CHEMBL1569545";"CRIDANIMOD";"CRIDANIMOD";"Small molecule";"2.0";"253.26";"26";"56";"2.24";"59.30";"3";"1";"0";"2";"Y";"0.71";"3.68";"None";"2.60";"-0.71";"3";"MOL";"0";"19";"4";"1";"0";"253.0739";"-0.40";"ACID";"C15H11NO3";"O=C(O)Cn1c2ccccc2c(=O)c2ccccc21";"UOMKBIIXHQIERR-UHFFFAOYSA-N"
"CHEMBL3186492";"ONDANSETRON HYDROCHLORIDE";"DEMOREM|GR 38032F|GR-38032F|NSC-665799|ODANSETRON HYDROCHLORIDE|ONDANSETRON (AS HYDROCHLORIDE)|ONDANSETRON HCL|ONDANSETRON HYDROCHLORIDE|ONDANSETRON HYDROCHLORIDE DIHYDRATE|ONDANSETRON HYDROCHLORIDE HYDRATE|ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE|ONDANSETRON MONOHYDROCHLORIDE|ONDEMET|SETOFILM|SN 307|SN-307|ZOFRAN PRESERVATIVE FREE|ZOPHREN|Zofran";"Small molecule";"4.0";"365.86";"3";"5";"3.13";"39.82";"4";"0";"0";"2";"N";"0.73";"None";"7.34";"2.35";"2.11";"3";"MOL";"0";"22";"4";"0";"0";"293.1528";"-0.54";"NEUTRAL";"C18H24ClN3O3";"Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O";"VRSLTNZJOUZKLX-UHFFFAOYSA-N"
"CHEMBL20684";"ABT-751";"ABT-751|E 7010|E-7010|NSC-742134";"Small molecule";"2.0";"371.42";"46";"205";"3.34";"100.55";"6";"3";"0";"6";"N";"0.57";"7.21";"4.23";"2.82";"2.48";"3";"MOL";"0";"26";"7";"3";"0";"371.0940";"-1.22";"NEUTRAL";"C18H17N3O4S";"COc1ccc(S(=O)(=O)Nc2cccnc2Nc2ccc(O)cc2)cc1";"URCVCIZFVQDVPM-UHFFFAOYSA-N"
"CHEMBL460702";"BMS-777607";"ASLAN-002|ASLAN002|BMS-777607";"Small molecule";"2.0";"512.90";"318";"1366";"5.19";"108.47";"7";"2";"2";"7";"N";"0.35";"12.82";"5.97";"3.93";"3.91";"4";"MOL";"0";"36";"8";"3";"2";"512.1063";"-1.45";"NEUTRAL";"C25H19ClF2N4O4";"CCOc1ccn(-c2ccc(F)cc2)c(=O)c1C(=O)Nc1ccc(Oc2ccnc(N)c2Cl)c(F)c1";"VNBRGSXVFBYQNN-UHFFFAOYSA-N"
"CHEMBL1200656";"NATAMYCIN";"ANTIBIOTIC A-5283|CL 12,625|CL-12625|DELVOCID|E-235|E235|INS NO.235|INS-235|MYCOPHYT|MYPROZINE|Myprozine|NATAMYCIN|NSC-759167|Natacyn|PIMAFUCIN|PIMARACIN|PIMARICIN|Pimaricin|SYNOGIL|TENNECETIN";"Small molecule";"4.0";"665.73";"137";"388";"0.12";"230.99";"13";"7";"3";"3";"N";"0.16";"3.69";"9.11";"-1.69";"-1.70";"0";"MOL";"0";"47";"14";"8";"3";"665.3047";"2.38";"ZWITTERION";"C33H47NO13";"C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O";"NCXMLFZGDNKEPB-FFPOYIOWSA-N"
"CHEMBL1200861";"TARTARIC ACID";"E334|TARTARIC ACID";"Small molecule";"4.0";"150.09";"13";"18";"-2.12";"115.06";"4";"4";"0";"3";"N";"0.37";"2.72";"None";"-1.83";"-7.89";"0";"MOL";"0";"10";"6";"4";"0";"150.0164";"0.66";"ACID";"C4H6O6";"O=C(O)[C@@H](O)[C@H](O)C(=O)O";"FEWJPZIEWOKRBE-LWMBPPNESA-N"
"CHEMBL697";"METHSUXIMIDE";"Celontin|MESUXIMIDE|METHSUXIMIDE|Methsuximide|NSC-760075";"Small molecule";"4.0";"203.24";"7";"54";"1.33";"37.38";"2";"0";"0";"1";"Y";"0.65";"None";"None";"1.46";"1.46";"1";"MOL";"0";"15";"3";"0";"0";"203.0946";"0.22";"NEUTRAL";"C12H13NO2";"CN1C(=O)CC(C)(c2ccccc2)C1=O";"AJXPJJZHWIXJCJ-UHFFFAOYSA-N"
"CHEMBL1200339";"PHENYLEPHRINE HYDROCHLORIDE";"Afrin 4 Hour Nasal Spray|BIORPHEN|Biomydrin|FENOX|Fenilfar|METAOXEDRINE CHLORIDE|Mydfrin|NAZEX|NSC-757273|NUROFEN SINUS PAIN RELIEF|Neo-Synephrine|NeoSynephrine|Nostril|PHENYLEPHRINE HYDROCHLORIDE|PREFRIN|Phenylephrine Hydrochloride|VAZCULEP";"Small molecule";"4.0";"203.67";"24";"36";"0.65";"52.49";"3";"3";"0";"3";"Y";"0.62";"9.07";"9.69";"-0.07";"-1.35";"1";"MOL";"0";"12";"3";"3";"0";"167.0946";"0.74";"BASE";"C9H14ClNO2";"CNC[C@H](O)c1cccc(O)c1.Cl";"OCYSGIYOVXAGKQ-FVGYRXGTSA-N"
"CHEMBL1187";"PHOSPHORIC ACID";"ACIDUM PHOSPHORICUM|AMBERPHOS 54|E 338|E-338|E338|FEMA NO. 2900|INS NO.338|INS-338|NSC-80804|PHOSPHORIC ACID|PHOSPHORICUM ACIDUM|Phosphoric Acid|VOCOCID|WC-REINIGER|Y-11A06";"Small molecule";"4.0";"97.99";"11";"30";"-0.93";"77.76";"1";"3";"0";"0";"N";"0.34";"1.80";"None";"-1.02";"-3.97";"0";"MOL";"0";"5";"4";"3";"0";"97.9769";"0.56";"ACID";"H3O4P";"O=P(O)(O)O";"NBIIXXVUZAFLBC-UHFFFAOYSA-N"
"CHEMBL498";"CHLORPROPAMIDE";"CHLORPROPAMIDE|Chlorpropamide|DIABEMIDE|Diabinese|GLYMESE|Glucamide|MELITASE|NSC-44634|NSC-626720";"Small molecule";"4.0";"276.75";"177";"2059";"1.74";"75.27";"3";"2";"0";"4";"N";"0.88";"3.33";"None";"1.94";"1.00";"1";"MOL";"0";"17";"5";"2";"0";"276.0335";"-1.74";"ACID";"C10H13ClN2O3S";"CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1";"RKWGIWYCVPQPMF-UHFFFAOYSA-N"
"CHEMBL284348";"DALFAMPRIDINE";"AMPYRA|Ampyra Extended Release|DALFAMPRIDINE|Dalfampridine|EL-970|FAMPRIDINE|FAMPRIDINE (4-AMINOPYRIDINE)|FAMPYRA|NSC-15041|Neurelan";"Small molecule";"4.0";"94.12";"49";"119";"0.66";"38.91";"2";"1";"0";"0";"Y";"0.51";"None";"8.95";"-0.07";"-0.97";"1";"MOL";"0";"7";"2";"2";"0";"94.0531";"-0.66";"BASE";"C5H6N2";"Nc1ccncc1";"NUKYPUAOHBNCPY-UHFFFAOYSA-N"
"CHEMBL92";"DOCETAXEL";"RP-56976|Taxotere";"Small molecule";"4.0";"807.89";"67";"377";"3.26";"224.45";"14";"5";"2";"8";"N";"0.15";"11.90";"None";"2.92";"2.92";"2";"MOL";"0";"58";"15";"5";"2";"807.3466";"1.89";"NEUTRAL";"C43H53NO14";"CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C";"ZDZOTLJHXYCWBA-VCVYQWHSSA-N"
"CHEMBL1501";"FLUOCINONIDE";"FLUOCINOLIDE|FLUOCINONIDE|FLUOCINONIDE EMULSIFIED BASE|LIDEX-E|Lidex|METOSYN|METOSYN FAPG|NSC-101791|Vanos";"Small molecule";"4.0";"494.53";"128";"316";"2.94";"99.13";"7";"1";"0";"3";"N";"0.60";"13.58";"None";"2.05";"2.05";"0";"MOL";"0";"35";"7";"1";"0";"494.2116";"1.90";"NEUTRAL";"C26H32F2O7";"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C";"WJOHZNCJWYWUJD-IUGZLZTKSA-N"
"CHEMBL1200";"BENOXINATE";"Benoxinate|CONJUCAIN|DORSACAIN|MONOFREE OXYBUPROCAINE|OXYBUCAINE|OXYBUPROCAINE";"Small molecule";"4.0";"308.42";"18";"25";"2.95";"64.79";"5";"1";"0";"10";"N";"0.41";"None";"8.96";"3.05";"1.48";"1";"MOL";"0";"22";"5";"2";"0";"308.2100";"-0.84";"BASE";"C17H28N2O3";"CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N";"CMHHMUWAYWTMGS-UHFFFAOYSA-N"
"CHEMBL1201142";"RASAGILINE MESYLATE";"AGILECT|AZILECT|Azilect|RASAGILINE (AS MESILATE)|RASAGILINE MESILATE|RASAGILINE MESYLATE|RASAGLINE RATIOPHARM|TVP-1012";"Small molecule";"4.0";"267.35";"15";"34";"1.90";"12.03";"1";"1";"0";"2";"Y";"0.67";"None";"8.40";"2.30";"1.27";"1";"MOL";"0";"13";"1";"1";"0";"171.1048";"-0.63";"NEUTRAL";"C13H17NO3S";"C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O";"JDBJJCWRXSVHOQ-UTONKHPSSA-N"
"CHEMBL1448";"NICLOSAMIDE";"BAY 2353|BAY-2353|Ex A Lint|Lintex|NICLOSAMIDE|NICLOSAMIDE (ANHYDROUS)|NICLOSAMIDE ANHYDROUS|NICLOSAMIDE, ANHYDROUS|NICLOSAMIDUM ANHYDROUS|NSC-178296|Niclocide|Nicloside|WR 46234|YOMESAN";"Small molecule";"4.0";"327.12";"180";"726";"3.86";"92.47";"4";"2";"0";"3";"N";"0.66";"6.89";"None";"3.91";"3.29";"2";"MOL";"0";"21";"6";"2";"0";"325.9861";"-1.82";"NEUTRAL";"C13H8Cl2N2O4";"O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O";"RJMUSRYZPJIFPJ-UHFFFAOYSA-N"
"CHEMBL441";"THIOPENTAL";"THIOPENTAL|THIOPENTAL CIII|Thiopental";"Small molecule";"4.0";"242.34";"26";"83";"1.35";"58.20";"3";"2";"0";"4";"N";"0.58";"7.20";"None";"2.78";"2.38";"0";"MOL";"0";"16";"4";"2";"0";"242.1089";"0.02";"NEUTRAL";"C11H18N2O2S";"CCCC(C)C1(CC)C(=O)NC(=S)NC1=O";"IUJDSEJGGMCXSG-UHFFFAOYSA-N"
"CHEMBL1200885";"ALOSETRON HYDROCHLORIDE";"ALOSETRON HCL|ALOSETRON HYDROCHLORIDE|GR 68755C|GR-68755C|LOTRPNEX|Lotronex";"Small molecule";"4.0";"330.82";"19";"33";"2.41";"53.92";"3";"1";"0";"2";"Y";"0.79";"13.32";"6.81";"1.21";"1.12";"3";"MOL";"0";"22";"5";"1";"0";"294.1481";"-0.77";"NEUTRAL";"C17H19ClN4O";"Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O.Cl";"FNYQZOVOVDSGJH-UHFFFAOYSA-N"
"CHEMBL2107011";"OXYPERTINE";"Forit|INTEGRIN|OXIPERTINE|OXYPERTINE|WIN 18,501-2|WIN-18501-2|WIN-185012";"Small molecule";"4.0";"379.50";"3";"21";"3.86";"40.73";"4";"1";"0";"6";"N";"0.71";"None";"8.51";"3.92";"2.79";"3";"MOL";"0";"28";"5";"1";"0";"379.2260";"-0.98";"BASE";"C23H29N3O2";"COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC";"XCWPUUGSGHNIDZ-UHFFFAOYSA-N"
"CHEMBL267894";"AMOBARBITAL";"AMOBARBITAL|AMOBARBITAL CII|AMYLOBARBITONE|Amytal|ISOMYTAL|NSC-10815|PENTYMAL";"Small molecule";"4.0";"226.28";"116";"293";"1.18";"75.27";"3";"2";"0";"4";"N";"0.71";"7.48";"None";"1.89";"1.64";"0";"MOL";"0";"16";"5";"2";"0";"226.1317";"0.31";"NEUTRAL";"C11H18N2O3";"CCC1(CCC(C)C)C(=O)NC(=O)NC1=O";"VIROVYVQCGLCII-UHFFFAOYSA-N"
"CHEMBL706";"CETYL ALCOHOL";"ALCOHOL CETYLICUS|C12-16 ALCOHOLS|CETANOL|CETYL ALCHOL|CETYL ALCOHOL|Cetyl Alcohol|FATTY ALCOHOLS(C12-16)|FEMA NO. 2554|HEXADECANOL|N-1-HEXADECANOL|N-HEXADECANOL|NSC-4194|PALMITIC ALCOHOL";"Small molecule";"4.0";"242.45";"15";"63";"5.46";"20.23";"1";"1";"1";"14";"N";"0.40";"None";"None";"6.14";"6.14";"0";"MOL";"0";"17";"1";"1";"1";"242.2610";"0.44";"NEUTRAL";"C16H34O";"CCCCCCCCCCCCCCCCO";"BXWNKGSJHAJOGX-UHFFFAOYSA-N"
"CHEMBL1556";"INOSINE";"HYPOXANTHINE RIBOSIDE|HYPOXANTHOSINE|INO-1001|INOSINE|INOTIN|NSC-20262";"Small molecule";"3.0";"268.23";"36";"59";"-2.27";"133.49";"8";"4";"0";"2";"N";"0.48";"8.93";"0.58";"-2.48";"-2.49";"2";"MOL";"0";"19";"9";"4";"0";"268.0808";"1.19";"NEUTRAL";"C10H12N4O5";"O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"UGQMRVRMYYASKQ-KQYNXXCUSA-N"
"CHEMBL1090173";"SD-0006";"SD-0006|SD-06|SD0006";"Small molecule";"1.0";"397.87";"10";"22";"2.89";"95.00";"5";"2";"0";"4";"N";"0.71";"9.85";"1.85";"1.59";"1.58";"3";"MOL";"0";"28";"7";"2";"0";"397.1306";"-1.01";"NEUTRAL";"C20H20ClN5O2";"O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1";"CATQHDWESBRRQA-UHFFFAOYSA-N"
